wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,error,wavelet_type,htid
coif12,4,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,periodic,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,smooth,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,periodization,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,reflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,antisymmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,2,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,periodic,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,smooth,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,periodization,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,reflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,antisymmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,3,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,periodic,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,smooth,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,periodization,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,reflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,antisymmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif13,4,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,periodic,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,smooth,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,periodization,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,reflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,antisymmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,2,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,periodic,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,smooth,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,periodization,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,reflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,antisymmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,3,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,periodic,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,smooth,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,periodization,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,reflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,antisymmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,4,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (5,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,periodic,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,smooth,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,periodization,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,reflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,antisymmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif8,5,antireflect,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (6,) + inhomogeneous part.",DWT,uiug.30112070958894
coif9,2,zero,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif9,2,constant,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
coif9,2,symmetric,,,,,,1927,smoothed,,,,,,,,,,,,,,,,,,,,,,,,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (3,) + inhomogeneous part.",DWT,uiug.30112070958894
